,Unnamed: 0,Home_Team,Away_Team,Home_Points,Away_Points,Year,Week
33,,Snake Stabler Raiders,Pittsburgh Terror Lambert,253,187,2022,5
34,,Medina Allen Bills,Indiana James,177,137,2022,5
35,,Isma Ray Ravens,Nafarroa Bills Kelly,226,204,2022,5
36,,Cowher Straight Outta Albacete,Malaka Reed Poe,205,187,2022,5
37,,The Adam´s Family,Vlc Tigers Watt's,173,179,2022,5
38,,Javier Big Ben Steelers,Smith's Terrible Showdown,179,200,2022,5
39,,GronkSpike,Córdoba Gunslingers Favre,154,206,2022,5
40,,Mile High Champ's,Malaka Reed Poe,212,201,2022,6
41,,Snake Stabler Raiders,Córdoba Gunslingers Favre,212,182,2022,6
42,,Medina Allen Bills,Smith's Terrible Showdown,158,193,2022,6
43,,Isma Ray Ravens,Vlc Tigers Watt's,185,194,2022,6
44,,Cowher Straight Outta Albacete,El Predicador Almogávar,171,153,2022,6
45,,The Adam´s Family,Pittsburgh Terror Lambert,169,215,2022,6
46,,Javier Big Ben Steelers,Indiana James,196,213,2022,6
47,,GronkSpike,Nafarroa Bills Kelly,138,218,2022,6
48,,Mile High Champ's,GronkSpike,237,137,2022,7
49,,Snake Stabler Raiders,Javier Big Ben Steelers,132,193,2022,7
50,,Medina Allen Bills,The Adam´s Family,186,220,2022,7
51,,Isma Ray Ravens,Cowher Straight Outta Albacete,234,141,2022,7
52,,El Predicador Almogávar,Córdoba Gunslingers Favre,138,166,2022,7
53,,Pittsburgh Terror Lambert,Smith's Terrible Showdown,210,184,2022,7
54,,Indiana James,Vlc Tigers Watt's,202,192,2022,7
55,,Nafarroa Bills Kelly,Malaka Reed Poe,235,183,2022,7
56,,Mile High Champ's,Pittsburgh Terror Lambert,238,112,2022,8
57,,Snake Stabler Raiders,El Predicador Almogávar,181,169,2022,8
58,,Medina Allen Bills,Nafarroa Bills Kelly,211,300,2022,8
59,,Isma Ray Ravens,Indiana James,208,220,2022,8
60,,Cowher Straight Outta Albacete,Córdoba Gunslingers Favre,206,208,2022,8
61,,The Adam´s Family,Smith's Terrible Showdown,238,210,2022,8
62,,Javier Big Ben Steelers,Vlc Tigers Watt's,267,218,2022,8
63,,GronkSpike,Malaka Reed Poe,242,151,2022,8
64,,Mile High Champ's,Córdoba Gunslingers Favre,229,133,2022,9
65,,Snake Stabler Raiders,Vlc Tigers Watt's,234,176,2022,9
66,,Medina Allen Bills,Malaka Reed Poe,158,145,2022,9
67,,Isma Ray Ravens,Smith's Terrible Showdown,177,186,2022,9
68,,Cowher Straight Outta Albacete,Pittsburgh Terror Lambert,127,222,2022,9
69,,The Adam´s Family,El Predicador Almogávar,230,180,2022,9
70,,Javier Big Ben Steelers,Nafarroa Bills Kelly,188,170,2022,9
71,,GronkSpike,Indiana James,140,115,2022,9
72,,Mile High Champ's,Javier Big Ben Steelers,229,209,2022,10
73,,Snake Stabler Raiders,GronkSpike,212,190,2022,10
74,,Medina Allen Bills,Cowher Straight Outta Albacete,143,155,2022,10
75,,Isma Ray Ravens,The Adam´s Family,178,182,2022,10
76,,El Predicador Almogávar,Smith's Terrible Showdown,213,187,2022,10
77,,Pittsburgh Terror Lambert,Malaka Reed Poe,213,136,2022,10
78,,Indiana James,Córdoba Gunslingers Favre,93,142,2022,10
79,,Nafarroa Bills Kelly,Vlc Tigers Watt's,164,175,2022,10
80,,Mile High Champ's,The Adam´s Family,219,150,2022,11
81,,Snake Stabler Raiders,Cowher Straight Outta Albacete,129,168,2022,11
82,,Medina Allen Bills,Javier Big Ben Steelers,142,198,2022,11
83,,Isma Ray Ravens,GronkSpike,278,155,2022,11
84,,El Predicador Almogávar,Malaka Reed Poe,210,223,2022,11
85,,Pittsburgh Terror Lambert,Vlc Tigers Watt's,210,184,2022,11
86,,Indiana James,Smith's Terrible Showdown,131,172,2022,11
87,,Nafarroa Bills Kelly,Córdoba Gunslingers Favre,226,153,2022,11
88,,Mile High Champ's,Snake Stabler Raiders,233,208,2022,12
89,,Medina Allen Bills,Isma Ray Ravens,186,203,2022,12
90,,Cowher Straight Outta Albacete,The Adam´s Family,180,216,2022,12
91,,Javier Big Ben Steelers,GronkSpike,162,214,2022,12
92,,El Predicador Almogávar,Pittsburgh Terror Lambert,145,210,2022,12
93,,Indiana James,Nafarroa Bills Kelly,91,229,2022,12
94,,Malaka Reed Poe,Vlc Tigers Watt's,218,207,2022,12
95,,Smith's Terrible Showdown,Córdoba Gunslingers Favre,211,149,2022,12
96,,Mile High Champ's,Medina Allen Bills,224,174,2022,13
97,,Snake Stabler Raiders,Isma Ray Ravens,224,174,2022,13
98,,Cowher Straight Outta Albacete,Javier Big Ben Steelers,116,206,2022,13
99,,The Adam´s Family,GronkSpike,180,188,2022,13
100,,El Predicador Almogávar,Indiana James,192,142,2022,13
101,,Pittsburgh Terror Lambert,Nafarroa Bills Kelly,226,166,2022,13
102,,Malaka Reed Poe,Smith's Terrible Showdown,162,247,2022,13
103,,Vlc Tigers Watt's,Córdoba Gunslingers Favre,208,123,2022,13
104,,Mile High Champ's,Isma Ray Ravens,204,263,2022,14
105,,Snake Stabler Raiders,Medina Allen Bills,120,182,2022,14
106,,Cowher Straight Outta Albacete,GronkSpike,144,144,2022,14
107,,The Adam´s Family,Javier Big Ben Steelers,205,228,2022,14
108,,El Predicador Almogávar,Nafarroa Bills Kelly,166,220,2022,14
109,,Pittsburgh Terror Lambert,Indiana James,188,127,2022,14
110,,Malaka Reed Poe,Córdoba Gunslingers Favre,173,119,2022,14
111,,Vlc Tigers Watt's,Smith's Terrible Showdown,214,189,2022,14
112,,Vlc Tigers Watt's,Pittsburgh Terror Lambert,272,174,2022,Divisional playoffs 
113,,Javier Big Ben Steelers,Mile High Champ's,211,238,2022,Divisional playoffs 
114,,Isma Ray Ravens,Snake Stabler Raiders,188,175,2022,Divisional playoffs 
115,,Smith's Terrible Showdown,Nafarroa Bills Kelly,235,238,2022,Divisional playoffs 
120,,Nafarroa Bills Kelly,Vlc Tigers Watt's,212,211,2022,Conference Championship
121,,Isma Ray Ravens,Mile High Champ's,246,198,2022,Conference Championship
128,,Isma Ray Ravens,Nafarroa Bills Kelly,192,220,2022,GOAT Bowl
